datafile,n,evaluations,checked_exact,mismatches,min_abs_margin,min_rel_margin,converged
data/data010-001.json,67,3859200,0,0,1.240130e-08,7.750815e-08,true
data/data010-002.json,67,3151680,0,0,1.248113e-08,7.800709e-08,true
data/data010-003.json,66,3535488,0,0,2.721175e-08,1.700735e-07,true
data/data010-004.json,71,4848448,0,0,9.231219e-09,2.307805e-07,true
data/data010-005.json,72,5469696,0,0,2.186483e-08,2.673546e-07,true
data/data010-006.json,72,5322240,0,0,1.488411e-08,9.919303e-08,true
data/data010-007.json,70,4341120,0,0,1.183606e-08,1.515609e-07,true
data/data010-008.json,69,4442496,0,0,2.998184e-08,1.873865e-07,true
data/data010-009.json,64,3190784,0,0,1.378293e-08,3.445732e-07,true
data/data010-010.json,69,3709440,0,0,2.198262e-08,1.373914e-07,true
data/data010-011.json,70,4430720,5,0,1.317513e-10,3.293784e-09,true
data/data010-012.json,73,4587904,0,0,4.611574e-08,3.037421e-07,true
data/data010-013.json,71,5021120,0,0,1.707446e-08,1.067154e-07,true
data/data010-014.json,70,3902080,0,0,4.652846e-08,1.163212e-06,true
data/data010-015.json,67,3143104,0,0,7.044834e-09,1.761208e-07,true
data/data010-016.json,68,3747072,0,0,6.538637e-08,4.086648e-07,true
data/data010-017.json,69,4098048,0,0,7.379280e-08,4.612050e-07,true
data/data010-018.json,64,3371008,0,0,3.989879e-08,4.253245e-07,true
data/data010-019.json,70,4551680,0,0,8.412599e-08,5.257874e-07,true
data/data010-020.json,71,4771200,0,0,1.863366e-08,1.164604e-07,true
data/data010-021.json,66,3459456,0,0,2.135735e-08,1.334834e-07,true
data/data010-022.json,70,4023040,0,0,1.279420e-08,3.198549e-07,true
data/data010-023.json,71,4384960,0,0,9.466082e-09,5.916301e-08,true
data/data010-024.json,66,3066624,0,0,9.045517e-08,9.466972e-07,true
data/data010-025.json,68,3960320,0,0,6.222219e-08,4.277600e-07,true
data/data010-026.json,72,5031936,0,0,3.729011e-09,2.330632e-08,true
data/data010-027.json,73,4555200,0,0,3.037654e-08,2.237803e-07,true
data/data010-028.json,68,3512064,0,0,3.405298e-08,5.805749e-07,true
data/data010-029.json,67,3537600,0,0,7.164591e-09,1.791148e-07,true
data/data010-030.json,70,4309760,0,0,2.356946e-08,5.407123e-07,true
data/data010-031.json,69,3294336,0,0,1.051918e-07,6.574488e-07,true
data/data010-032.json,68,2876672,0,0,2.001965e-08,5.004911e-07,true
data/data010-033.json,67,3464704,0,0,6.189445e-08,5.728596e-07,true
data/data010-034.json,69,3656448,0,0,1.012440e-08,2.531100e-07,true
data/data010-035.json,65,3386240,0,0,2.116109e-08,4.781937e-07,true
data/data010-036.json,68,4225792,0,0,8.437812e-09,5.273633e-08,true
data/data010-037.json,70,4780160,4,0,1.782604e-10,1.114127e-09,true
data/data010-038.json,67,3854912,4,0,9.418050e-10,2.354512e-08,true
data/data010-039.json,72,4948992,0,0,2.107022e-08,1.316889e-07,true
data/data010-040.json,69,3744768,0,0,7.477817e-08,6.160393e-07,true
data/data010-041.json,71,4407680,0,0,1.170853e-08,7.317833e-08,true
data/data010-042.json,65,3236480,0,0,3.990097e-08,9.975242e-07,true
data/data010-043.json,70,4220160,0,0,1.039247e-08,6.495293e-08,true
data/data010-044.json,73,4466432,0,0,3.891022e-09,2.431889e-08,true
data/data010-045.json,68,3955968,0,0,3.443652e-09,2.152282e-08,false
data/data010-046.json,70,3754240,0,0,2.543027e-08,1.589392e-07,true
data/data010-047.json,66,2918784,0,0,4.599720e-09,1.149930e-07,true
data/data010-048.json,70,5425280,0,0,3.093034e-08,4.863187e-07,true
data/data010-049.json,73,4578560,0,0,5.198556e-09,5.274693e-08,true
data/data010-050.json,68,3503360,0,0,1.384259e-08,3.460648e-07,true
