datafile,n,evaluations,checked_exact,mismatches,min_abs_margin,min_rel_margin,converged
data/data015-001.json,35,459200,0,0,4.716356e-08,2.947722e-07,true
data/data015-002.json,33,492096,0,0,2.621582e-07,5.377810e-06,true
data/data015-003.json,30,316800,0,0,3.100079e-07,1.937549e-06,true
data/data015-004.json,35,409920,0,0,1.176829e-06,7.355180e-06,true
data/data015-005.json,31,265856,0,0,3.804651e-06,2.616887e-05,true
data/data015-006.json,33,502656,0,0,4.178442e-08,3.260806e-07,true
data/data015-007.json,31,412672,0,0,2.857182e-08,7.142955e-07,true
data/data015-008.json,32,303104,0,0,1.874815e-07,4.687039e-06,true
data/data015-009.json,34,311168,0,0,9.156404e-08,5.722752e-07,true
data/data015-010.json,32,272384,0,0,2.345406e-06,1.884618e-05,true
data/data015-011.json,33,462528,0,0,2.084252e-07,1.302658e-06,true
data/data015-012.json,33,329472,0,0,2.087741e-07,4.881808e-06,true
data/data015-013.json,33,413952,0,0,8.429738e-08,5.268586e-07,true
data/data015-014.json,33,321024,0,0,8.698933e-07,7.414798e-06,true
data/data015-015.json,32,468992,0,0,1.334229e-07,2.465175e-06,true
data/data015-016.json,32,348160,0,0,5.741341e-08,3.588338e-07,true
data/data015-017.json,30,180480,0,0,2.117419e-06,1.323387e-05,true
data/data015-018.json,36,527616,0,0,2.505819e-07,6.264547e-06,true
data/data015-019.json,32,223232,0,0,3.805219e-07,8.517218e-06,true
data/data015-020.json,30,222720,0,0,6.015390e-07,3.759619e-06,true
data/data015-021.json,32,276480,0,0,2.006567e-07,2.727222e-06,true
data/data015-022.json,32,329728,0,0,1.112284e-07,2.780709e-06,true
data/data015-023.json,32,251904,0,0,4.513186e-07,2.820741e-06,true
data/data015-024.json,33,306240,0,0,6.974355e-07,4.358972e-06,true
data/data015-025.json,29,165184,0,0,8.207717e-08,5.129823e-07,true
data/data015-026.json,32,385024,0,0,9.569292e-07,1.056827e-05,true
data/data015-027.json,34,352512,0,0,8.498529e-08,5.311580e-07,true
data/data015-028.json,31,273792,0,0,6.459672e-07,4.037295e-06,true
data/data015-029.json,33,342144,0,0,1.219330e-07,7.620811e-07,true
data/data015-030.json,33,335808,0,0,1.178814e-06,2.785053e-05,true
data/data015-031.json,34,550528,0,0,9.340970e-08,1.234161e-06,true
data/data015-032.json,32,114688,0,0,2.048498e-06,2.138803e-05,true
data/data015-033.json,34,539648,0,0,1.119092e-07,2.797731e-06,true
data/data015-034.json,33,449856,0,0,2.948803e-07,1.843002e-06,true
data/data015-035.json,31,140864,0,0,6.334504e-06,1.216509e-04,true
data/data015-036.json,32,260096,0,0,5.416574e-09,3.385359e-08,true
data/data015-037.json,32,184320,0,0,4.576260e-06,2.860162e-05,true
data/data015-038.json,28,198912,0,0,9.715952e-07,1.182386e-05,true
data/data015-039.json,30,380160,0,0,1.836487e-07,2.473527e-06,true
data/data015-040.json,30,243840,0,0,3.476546e-08,2.172841e-07,true
data/data015-041.json,31,224192,0,0,3.958385e-07,2.473990e-06,true
data/data015-042.json,35,589120,0,0,4.186088e-07,2.694769e-06,true
data/data015-043.json,31,378944,0,0,3.210833e-08,3.845416e-07,true
data/data015-044.json,32,233472,0,0,2.226555e-07,1.391597e-06,true
data/data015-045.json,33,616704,0,0,1.507858e-07,9.424110e-07,true
data/data015-046.json,33,356928,0,0,3.111592e-07,7.778981e-06,true
data/data015-047.json,32,262144,0,0,1.866119e-08,4.665298e-07,true
data/data015-048.json,33,221760,0,0,6.908461e-07,4.317788e-06,true
data/data015-049.json,30,236160,0,0,8.264033e-07,6.806060e-06,true
data/data015-050.json,31,321408,0,0,3.329359e-09,8.323397e-08,true
