datafile,n,evaluations,checked_exact,mismatches,min_abs_margin,min_rel_margin,converged
data/data013-001.json,40,465920,0,0,6.049561e-07,3.780976e-06,true
data/data013-002.json,46,974464,0,0,5.697735e-07,6.197539e-06,true
data/data013-003.json,42,626304,0,0,7.164206e-08,1.523364e-06,true
data/data013-004.json,42,991872,0,0,1.334995e-07,8.343718e-07,true
data/data013-005.json,43,1007232,0,0,1.440146e-07,1.790159e-06,true
data/data013-006.json,39,683904,0,0,2.081869e-07,1.650532e-06,true
data/data013-007.json,41,813440,0,0,2.946219e-07,3.593954e-06,true
data/data013-008.json,40,878080,0,0,6.155392e-08,3.847120e-07,true
data/data013-009.json,39,551616,0,0,4.601003e-07,2.875627e-06,true
data/data013-010.json,41,600896,0,0,5.555618e-08,1.388904e-06,true
data/data013-011.json,45,1218240,0,0,6.585501e-08,6.648951e-07,true
data/data013-012.json,40,683520,0,0,1.363553e-07,1.097710e-06,true
data/data013-013.json,43,773312,0,0,9.956344e-07,6.909127e-06,true
data/data013-014.json,45,1059840,0,0,1.978909e-07,1.236818e-06,true
data/data013-015.json,40,657920,0,0,3.015064e-07,1.884415e-06,true
data/data013-016.json,40,563200,0,0,1.359001e-07,8.493757e-07,true
data/data013-017.json,40,627200,0,0,4.328102e-07,5.847261e-06,true
data/data013-018.json,43,1001728,0,0,9.134304e-08,1.316949e-06,true
data/data013-019.json,43,635712,0,0,4.523892e-08,1.077350e-06,true
data/data013-020.json,41,705856,0,0,1.857393e-08,4.643483e-07,true
data/data013-021.json,45,907200,0,0,2.036281e-07,5.090702e-06,true
data/data013-022.json,43,963200,0,0,9.774000e-08,2.443500e-06,true
data/data013-023.json,42,1102080,0,0,1.387538e-09,8.672115e-09,true
data/data013-024.json,41,873792,0,0,2.663055e-08,1.664409e-07,true
data/data013-025.json,44,977152,0,0,9.826208e-08,1.681058e-06,true
data/data013-026.json,45,864000,0,0,1.903301e-07,2.176400e-06,true
data/data013-027.json,42,696192,0,0,1.650133e-08,1.031333e-07,true
data/data013-028.json,45,1028160,0,0,2.035760e-07,1.272350e-06,true
data/data013-029.json,40,711680,0,0,1.222122e-07,7.638264e-07,true
data/data013-030.json,40,673280,0,0,4.545652e-08,2.841032e-07,true
data/data013-031.json,41,871168,0,0,6.283145e-08,1.570786e-06,true
data/data013-032.json,45,1350720,0,0,2.731508e-08,3.406261e-07,true
data/data013-033.json,43,974208,0,0,6.483357e-08,4.052098e-07,true
data/data013-034.json,42,1026816,0,0,1.879625e-07,2.377777e-06,true
data/data013-035.json,44,1078528,0,0,1.861400e-07,3.525440e-06,true
data/data013-036.json,43,932928,0,0,5.328373e-08,3.330233e-07,true
data/data013-037.json,42,628992,0,0,3.952441e-07,2.993813e-06,true
data/data013-038.json,43,740288,0,0,1.559969e-07,3.899923e-06,true
data/data013-039.json,41,648128,0,0,1.556789e-08,3.891973e-07,true
data/data013-040.json,42,833280,0,0,1.775211e-07,1.109507e-06,true
data/data013-041.json,42,739200,0,0,7.231735e-08,1.807934e-06,true
data/data013-042.json,44,1092608,0,0,4.762491e-09,2.976557e-08,true
data/data013-043.json,44,1005312,0,0,3.015217e-09,1.884510e-08,true
data/data013-044.json,46,974464,0,0,5.267377e-07,7.705595e-06,true
data/data013-045.json,41,944640,0,0,1.155736e-07,7.223348e-07,true
data/data013-046.json,39,544128,0,0,5.393167e-08,1.348292e-06,true
data/data013-047.json,45,1140480,0,0,6.961061e-08,8.659614e-07,true
data/data013-048.json,44,1078528,0,0,9.840542e-08,6.150339e-07,true
data/data013-049.json,44,1075712,0,0,1.967079e-07,2.767177e-06,true
data/data013-050.json,44,861696,0,0,1.819909e-08,4.549773e-07,true
