datafile,n,evaluations,checked_exact,mismatches,min_abs_margin,min_rel_margin,converged
data/data012-001.json,50,1427200,0,0,1.468902e-08,3.672255e-07,true
data/data012-002.json,51,1720128,0,0,8.846603e-09,2.211651e-07,true
data/data012-003.json,50,1798400,0,0,3.488570e-08,8.721424e-07,true
data/data012-004.json,49,1310848,0,0,6.402700e-09,1.600675e-07,true
data/data012-005.json,48,1207296,0,0,2.506139e-08,4.620567e-07,true
data/data012-006.json,46,1030400,0,0,2.287301e-07,1.894121e-06,true
data/data012-007.json,49,1392384,0,0,4.338382e-09,1.084595e-07,true
data/data012-008.json,46,939136,0,0,2.159866e-08,5.399664e-07,true
data/data012-009.json,47,1173120,0,0,9.280558e-08,5.800349e-07,true
data/data012-010.json,50,1708800,0,0,2.522112e-09,1.576320e-08,true
data/data012-011.json,50,1894400,0,0,3.372974e-08,8.432435e-07,true
data/data012-012.json,50,1673600,0,0,1.010611e-07,6.316320e-07,true
data/data012-013.json,51,1756032,0,0,5.853717e-09,5.666378e-08,true
data/data012-014.json,52,1717248,0,0,1.519796e-07,9.498722e-07,true
data/data012-015.json,50,1385600,0,0,3.575011e-09,2.234382e-08,true
data/data012-016.json,48,1256448,0,0,7.679236e-08,6.431077e-07,true
data/data012-017.json,52,1853696,0,0,1.544312e-08,3.860781e-07,true
data/data012-018.json,50,1292800,0,0,5.760976e-08,4.707660e-07,true
data/data012-019.json,52,1457664,0,0,7.845409e-08,6.196142e-07,true
data/data012-020.json,48,1139712,0,0,1.688922e-08,1.055576e-07,true
data/data012-021.json,50,1561600,0,0,6.707164e-08,1.328548e-06,true
data/data012-022.json,49,1411200,0,0,2.521117e-07,1.575698e-06,true
data/data012-023.json,50,1334400,0,0,1.330456e-07,2.451710e-06,true
data/data012-024.json,49,1404928,0,0,3.701174e-08,9.252935e-07,true
data/data012-025.json,49,1433152,0,0,3.285661e-09,8.214153e-08,true
data/data012-026.json,51,1586304,0,0,1.457541e-07,3.643854e-06,true
data/data012-027.json,48,1173504,0,0,4.802602e-07,3.001626e-06,true
data/data012-028.json,49,915712,0,0,2.895286e-07,7.238214e-06,true
data/data012-029.json,49,978432,4,0,6.513505e-10,1.628376e-08,true
data/data012-030.json,46,980352,0,0,1.349443e-07,3.373607e-06,true
data/data012-031.json,50,1686400,0,0,2.388681e-07,1.492925e-06,true
data/data012-032.json,51,1507968,0,0,3.122520e-08,1.951575e-07,true
data/data012-033.json,51,1537344,0,0,5.569853e-08,3.481158e-07,true
data/data012-034.json,50,1667200,0,0,9.421348e-09,8.009987e-08,true
data/data012-035.json,47,1158080,0,0,1.245686e-08,3.114215e-07,true
data/data012-036.json,49,1210496,0,0,7.910462e-08,4.944039e-07,true
data/data012-037.json,49,1009792,0,0,8.329990e-08,5.819323e-07,true
data/data012-038.json,50,1766400,0,0,4.064956e-09,1.016239e-07,true
data/data012-039.json,46,1042176,0,0,9.087541e-08,5.679713e-07,true
data/data012-040.json,52,1574144,0,0,1.552952e-07,9.705952e-07,true
data/data012-041.json,50,1129600,0,0,5.416991e-09,1.354248e-07,true
data/data012-042.json,49,1549184,0,0,1.211670e-08,7.572937e-08,true
data/data012-043.json,54,1119744,0,0,3.135603e-08,7.839007e-07,true
data/data012-044.json,49,1395520,0,0,9.924628e-08,2.197930e-06,true
data/data012-045.json,49,1260672,0,0,1.015827e-07,2.539568e-06,true
data/data012-046.json,50,1555200,0,0,1.675573e-08,4.188933e-07,true
data/data012-047.json,45,1108800,0,0,1.507934e-07,1.822971e-06,true
data/data012-048.json,49,1172864,0,0,4.338073e-07,2.711295e-06,true
data/data012-049.json,51,1498176,0,0,3.780600e-08,2.362875e-07,true
data/data012-050.json,51,1547136,2,0,6.356987e-10,1.589247e-08,true
