datafile,n,n_paths,R_bnb,R_bdd,abs_diff,bnb_time_sec,status
data/data040-001.json,5,2,0.72171000000000007,0.72171000000000007,0.000e+00,0.430132,ok
data/data040-002.json,5,1,0.59049000000000018,0.59049000000000018,0.000e+00,0.000483,ok
data/data040-003.json,5,1,0.59049000000000018,0.59049000000000018,0.000e+00,0.000720,ok
data/data040-004.json,5,1,0.59049000000000018,0.59049000000000018,0.000e+00,0.000575,ok
data/data040-005.json,5,1,0.59049000000000018,0.59049000000000018,0.000e+00,0.000608,ok
data/data040-006.json,6,2,0.59049000000000018,0.59049000000000018,0.000e+00,0.001096,ok
data/data040-007.json,5,1,0.59049000000000018,0.59049000000000018,0.000e+00,0.000558,ok
data/data040-008.json,6,2,0.64953900000000009,0.64953900000000009,0.000e+00,0.001391,ok
data/data040-009.json,7,5,0.6436341000000001,0.6436341000000001,0.000e+00,0.013293,ok
data/data040-010.json,5,0,0,0,0.000e+00,0.000477,ok
data/data040-011.json,5,0,0,0,0.000e+00,0.000527,ok
data/data040-012.json,6,3,0.71514900000000003,0.71514900000000003,0.000e+00,0.001037,ok
data/data040-013.json,5,1,0.65610000000000013,0.65610000000000013,0.000e+00,0.000463,ok
data/data040-014.json,5,1,0.59049000000000018,0.59049000000000018,0.000e+00,0.000558,ok
data/data040-015.json,6,4,0.78732000000000002,0.78732000000000002,0.000e+00,0.000926,ok
data/data040-016.json,6,6,0.72171000000000007,0.72171000000000007,0.000e+00,0.001697,ok
data/data040-017.json,6,2,0.59049000000000018,0.59049000000000018,0.000e+00,0.001617,ok
data/data040-018.json,6,3,0.6495390000000002,0.64953900000000009,1.110e-16,0.001422,ok
data/data040-019.json,5,2,0.65610000000000013,0.65610000000000013,0.000e+00,0.000923,ok
data/data040-020.json,5,1,0.59049000000000018,0.59049000000000018,0.000e+00,0.000791,ok
data/data040-021.json,6,0,0,0,0.000e+00,0.001517,ok
data/data040-022.json,7,9,0.7144929000000001,0.7144929000000001,0.000e+00,0.003049,ok
data/data040-023.json,7,2,0.59049000000000018,0.59049000000000018,0.000e+00,0.003106,ok
data/data040-024.json,6,2,0.59049000000000018,0.59049000000000018,0.000e+00,0.001422,ok
data/data040-025.json,6,4,0.65610000000000013,0.65610000000000013,0.000e+00,0.002435,ok
data/data040-026.json,5,2,0.65610000000000013,0.65610000000000013,0.000e+00,0.001115,ok
data/data040-027.json,5,3,0.72171000000000007,0.72171000000000007,0.000e+00,0.005701,ok
data/data040-028.json,5,1,0.65610000000000013,0.65610000000000013,0.000e+00,0.000463,ok
data/data040-029.json,6,1,0.59049000000000018,0.59049000000000018,0.000e+00,0.000955,ok
data/data040-030.json,6,2,0.59049000000000018,0.59049000000000018,0.000e+00,0.001002,ok
data/data040-031.json,7,8,0.70858800000000011,0.708588,1.110e-16,0.004586,ok
data/data040-032.json,6,2,0.59049000000000018,0.59049000000000018,0.000e+00,0.000988,ok
data/data040-033.json,5,1,0.59049000000000018,0.59049000000000018,0.000e+00,0.000457,ok
data/data040-034.json,6,3,0.64953900000000009,0.64953900000000009,0.000e+00,0.001502,ok
data/data040-035.json,5,2,0.65610000000000013,0.65610000000000013,0.000e+00,0.000478,ok
data/data040-036.json,5,0,0,0,0.000e+00,0.000483,ok
data/data040-037.json,6,1,0.53144100000000016,0.53144100000000016,0.000e+00,0.000943,ok
data/data040-038.json,6,2,0.59049000000000018,0.59049000000000018,0.000e+00,0.001123,ok
data/data040-039.json,5,1,0.65610000000000013,0.65610000000000013,0.000e+00,0.000477,ok
data/data040-040.json,6,1,0.59049000000000018,0.59049000000000018,0.000e+00,0.000955,ok
data/data040-041.json,6,4,0.65610000000000013,0.65610000000000013,0.000e+00,0.001161,ok
data/data040-042.json,7,0,0,0,0.000e+00,0.002469,ok
data/data040-043.json,6,2,0.59049000000000018,0.59049000000000018,0.000e+00,0.001103,ok
data/data040-044.json,6,2,0.59049000000000018,0.59049000000000018,0.000e+00,0.004357,ok
data/data040-045.json,6,3,0.72171000000000007,0.72171000000000007,0.000e+00,0.000848,ok
data/data040-046.json,5,1,0.65610000000000013,0.65610000000000013,0.000e+00,0.000437,ok
data/data040-047.json,4,1,0.65610000000000013,0.65610000000000013,0.000e+00,0.000215,ok
data/data040-048.json,6,2,0.59049000000000018,0.59049000000000018,0.000e+00,0.000957,ok
data/data040-049.json,5,1,0.59049000000000018,0.59049000000000018,0.000e+00,0.000462,ok
data/data040-050.json,6,3,0.6495390000000002,0.64953900000000009,1.110e-16,0.000889,ok
