datafile,n,n_paths,R_bnb,R_bdd,abs_diff,bnb_time_sec,status
data/data030-001.json,11,235,0.96755532831000002,0.96755532830999991,1.110e-16,0.510036,ok
data/data030-002.json,10,56,0.79388100000000006,0.79388100000000006,0.000e+00,0.021159,ok
data/data030-003.json,9,38,0.7859421900000001,0.7859421900000001,0.000e+00,0.012364,ok
data/data030-004.json,8,26,0.7853517000000001,0.7853517000000001,0.000e+00,0.004049,ok
data/data030-005.json,8,32,0.85883490000000007,0.85883490000000007,0.000e+00,0.003936,ok
data/data030-006.json,8,24,0.79388100000000006,0.79388100000000006,0.000e+00,0.004237,ok
data/data030-007.json,9,30,0.78659829000000014,0.78659829000000014,0.000e+00,0.013116,ok
data/data030-008.json,9,61,0.95186331899999999,0.95186331899999999,0.000e+00,0.007011,ok
data/data030-009.json,8,10,0.7144929000000001,0.7144929000000001,0.000e+00,0.006312,ok
data/data030-010.json,9,9,0.71514243900000007,0.71514243900000007,0.000e+00,0.007901,ok
data/data030-011.json,8,24,0.79388100000000006,0.79388100000000006,0.000e+00,0.003808,ok
data/data030-012.json,8,24,0.86605200000000004,0.86605200000000004,0.000e+00,0.006288,ok
data/data030-013.json,9,19,0.7794468,0.77944680000000011,1.110e-16,0.008057,ok
data/data030-014.json,9,53,0.85798853100000005,0.85798853099999994,1.110e-16,0.010044,ok
data/data030-015.json,9,56,0.95186331899999999,0.9518633190000001,1.110e-16,0.006991,ok
data/data030-016.json,8,22,0.79322490000000012,0.79322490000000012,0.000e+00,0.003928,ok
data/data030-017.json,8,28,0.87254739000000014,0.87254739000000003,1.110e-16,0.003510,ok
data/data030-018.json,10,119,0.95950819619999983,0.95950819620000005,2.220e-16,0.016922,ok
data/data030-019.json,9,46,0.78659829000000014,0.78659829000000014,0.000e+00,0.010401,ok
data/data030-020.json,7,10,0.71514900000000003,0.71514900000000003,0.000e+00,0.001924,ok
data/data030-021.json,10,137,0.95098545720000005,0.95098545720000005,0.000e+00,0.017962,ok
data/data030-022.json,9,38,0.85752270000000008,0.85752270000000008,0.000e+00,0.009763,ok
data/data030-023.json,8,16,0.72171000000000007,0.72171000000000007,0.000e+00,0.003851,ok
data/data030-024.json,9,70,0.86526468000000001,0.86526468000000012,1.110e-16,0.008677,ok
data/data030-025.json,8,29,0.78659829000000003,0.78659829000000014,1.110e-16,0.006321,ok
data/data030-026.json,9,57,0.88113573900000008,0.88113573899999986,2.220e-16,0.007109,ok
data/data030-027.json,10,125,0.96851448089999992,0.96851448090000003,1.110e-16,0.015163,ok
data/data030-028.json,10,143,0.87882757920000021,0.8788275792000001,1.110e-16,0.018624,ok
data/data030-029.json,10,90,0.878898438,0.87889843800000012,1.110e-16,0.017455,ok
data/data030-030.json,10,91,0.95093231310000004,0.95093231310000004,0.000e+00,0.016724,ok
data/data030-031.json,8,18,0.78659828999999992,0.78659829000000014,2.220e-16,0.003848,ok
data/data030-032.json,9,27,0.79310024100000009,0.79310024100000021,1.110e-16,0.010127,ok
data/data030-033.json,9,52,0.87247521900000002,0.87247521900000002,0.000e+00,0.007538,ok
data/data030-034.json,9,51,0.88041402899999999,0.88041402899999988,1.110e-16,0.009181,ok
data/data030-035.json,7,3,0.64953900000000009,0.6495390000000002,1.110e-16,0.001793,ok
data/data030-036.json,9,28,0.85804758000000003,0.85804758000000003,0.000e+00,0.007465,ok
data/data030-037.json,10,78,0.87967919699999997,0.87967919699999997,0.000e+00,0.017557,ok
data/data030-038.json,10,126,0.88112852190000002,0.88112852190000002,0.000e+00,0.017704,ok
data/data030-039.json,9,60,0.78666389999999997,0.78666390000000008,1.110e-16,0.012529,ok
data/data030-040.json,10,177,0.96852235409999998,0.96852235409999976,2.220e-16,0.015872,ok
data/data030-041.json,9,52,0.87248177999999998,0.8724817800000001,1.110e-16,0.007654,ok
data/data030-042.json,9,42,0.85752270000000008,0.85752270000000008,0.000e+00,0.009988,ok
data/data030-043.json,9,29,0.77938775100000002,0.77938775100000002,0.000e+00,0.008403,ok
data/data030-044.json,11,128,0.80765253900000011,0.80765253900000011,0.000e+00,0.036175,ok
data/data030-045.json,8,12,0.72695880000000013,0.72695880000000002,1.110e-16,0.003593,ok
data/data030-046.json,9,48,0.87235056,0.87235056,0.000e+00,0.009453,ok
data/data030-047.json,8,20,0.71514900000000015,0.71514900000000003,1.110e-16,0.004076,ok
data/data030-048.json,9,62,0.87235056,0.87235056,0.000e+00,0.009820,ok
data/data030-049.json,8,26,0.86533029000000006,0.86533029000000017,1.110e-16,0.003721,ok
data/data030-050.json,9,45,0.79303463100000016,0.79303463100000005,1.110e-16,0.008461,ok
